name,height,weight,reach,wins,losses,draws,str_acc,sapm,str_def,td_avg,td_def,sub_avg,td_avg_acc,splm,stance,nick_name,dob,division
Rafael Dos Anjos,172.72,77.11,177.8,32,17,0,47.0,3.23,60.0,1.9500000000000002,54.0,0.6,35.0,3.48,Southpaw,,1984/10/26,"['lightweight', 'catch weight', 'welterweight', 'interim welterweight']"
Rafael Estevam,172.72,56.7,175.26,13,0,0,57.0,2.94,45.0,6.41,60.0,0.4,35.0,2.06,Orthodox,Macapa,1996/08/10,['flyweight']
Rafael Fiziev,172.72,70.31,180.34,13,4,0,52.0,4.77,50.0,0.8900000000000001,90.0,0.0,72.0,4.77,Switch,Ataman,1993/03/05,['lightweight']
Rafael Natal,182.88,83.91,195.58,21,9,1,47.0,2.48,57.0,2.55,77.0,0.5,34.0,3.1,Orthodox,Sapo,1982/12/25,['middleweight']
Rafaello Oliveira,172.72,70.31,180.34,17,8,0,33.0,3.38,59.0,2.49,11.0,1.6000000000000003,36.0,2.19,Orthodox,Tractor,1982/01/26,['lightweight']
Rainy Martinez,182.88,90.26,,0,2,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,Orthodox,,,['lightweight']
Ramazan Emeev,177.8,77.11,193.04,20,6,0,45.0,2.14,65.0,2.37,66.0,0.6999999999999998,29.0,2.53,Southpaw,Gorets,1987/05/23,"['welterweight', 'middleweight']"
Ramazan Temirov,162.56,56.7,160.02,19,3,0,40.0,3.93,59.0,0.84,100.0,,50.0,4.37,Orthodox,Temurlan,1997/01/31,['flyweight']
Rameau Thierry Sokoudjou,177.80000000000004,92.99,198.12,18,18,0,45.0,2.61,56.0,1.93,78.0,0.9,47.0,2.26,Orthodox,The African Assassin,1984/04/18,['light heavyweight']
Ramiro Hernandez,175.26,61.23,,19,9,0,28.0,5.51,64.0,0.0,0.0,0.0,0.0,2.72,Orthodox,Junior,1986/07/22,['bantamweight']
Ramiz Brahimaj,177.8,77.11,182.87999999999997,12,5,0,45.0,3.81,43.0,1.99,47.0,1.7,41.0,2.14,Orthodox,,1992/11/17,['welterweight']
Ramon Taveras,172.72,61.23,177.8,10,3,0,44.0,7.41,57.0,0.0,100.0,,0.0,4.62,Southpaw,The Savage,1994/01/09,['bantamweight']
Ramona Pascual,170.18,61.23,167.64,6,5,0,57.0,8.43,46.0,1.8099999999999998,100.0,0.0,19.0,3.8699999999999997,Southpaw,,1988/09/23,"[""women's featherweight"", ""women's bantamweight""]"
Ramsey Nijem,180.34,70.31,190.5,9,6,0,,1.6200000000000003,,5.32,55.0,1.1,62.0,3.05,Orthodox,,1988/04/01,"['lightweight', 'ultimate fighter 13 welterweight tournament']"
Randa Markos,162.56,52.16,160.02,11,12,1,43.0,3.1,58.0,1.12,52.0,0.20000000000000004,28.0,2.97,Orthodox,Quiet Storm,1985/08/10,"[""women's strawweight""]"
Randy Brown,190.5,77.11,198.12,20,6,0,47.0,3.2599999999999993,54.0,0.79,73.0,0.6,39.0,4.47,Orthodox,Rudeboy,1990/07/08,['welterweight']
Randy Costa,175.26,61.23,185.42,6,4,0,46.0,7.580000000000001,58.0,0.0,50.0,0.0,0.0,6.53,Switch,The Zohan,1994/07/06,['bantamweight']
Randy Couture,185.42,92.99,190.5,19,11,0,57.0,1.53,59.0,2.78,58.0,0.5,46.0,2.85,Orthodox,The Natural,1963/06/22,"['heavyweight', 'light heavyweight', 'interim light heavyweight', '13 heavyweight tournament']"
Rani Yahya,167.64,61.23,170.18,28,12,1,38.0,2.08,50.0,2.73,29.0,1.8,30.0,1.7099999999999997,Orthodox,,1984/09/12,"['bantamweight', 'featherweight']"
Raoni Barcelos,170.18,61.230000000000004,170.18,20,5,0,52.0,4.4,60.0,2.33,85.0,0.6,33.0,4.87,Orthodox,,1987/05/01,"['bantamweight', 'featherweight']"
Raphael Assuncao,165.1,61.23,167.64,28,10,0,42.0,2.5,66.0,1.65,78.0,0.2,39.0,3.22,Orthodox,,1982/07/19,"['bantamweight', 'featherweight']"
Raphael Pessoa,190.5,118.83999999999999,198.12,10,2,0,26.0,3.43,42.0,0.0,100.0,0.0,0.0,2.16,Orthodox,Bebezao,1989/03/09,['heavyweight']
Raquel Pennington,170.18,61.23,170.18,16,10,0,49.0,3.32,61.0,0.83,62.0,0.6,27.0,4.1,Orthodox,Rocky,1988/09/05,"[""women's bantamweight"", ""women's featherweight""]"
Rashad Coulter,180.34,92.99,193.04,9,4,0,56.0,6.68,50.0,0.0,62.0,0.0,0.0,4.82,Orthodox,Daywalker,1981/11/27,"['heavyweight', 'light heavyweight']"
Rashad Evans,182.88,92.99,190.5,19,8,1,37.0,2.42,63.0,2.9800000000000004,73.0,0.0,44.0,2.14,Orthodox,Suga,1979/09/25,"['light heavyweight', 'middleweight', 'ultimate fighter 2 heavyweight tournament']"
Rashid Magomedov,175.26,70.31,177.80000000000004,20,2,0,49.0,3.0499999999999994,54.0,0.67,89.0,,57.0,4.4,Orthodox,Highlander,1984/11/29,['lightweight']
Raul Rosas Jr.,175.26,61.23,170.18,11,1,0,,1.37,,4.01,0.0,1.1,41.0,1.51,Switch,El Nino Problema,2004/10/08,['bantamweight']
Raulian Paiva,172.72,61.23,175.26,21,5,0,42.0,5.01,48.0,0.65,77.0,0.20000000000000004,23.0,4.14,Orthodox,,1995/10/17,"['bantamweight', 'flyweight']"
Ravena Oliveira,165.1,52.16,165.1,7,2,1,48.0,1.2,48.0,2.0,62.0,,66.0,1.0,Orthodox,Kenoudy,1997/02/20,"[""women's bantamweight""]"
Ray Borg,162.56,61.23,160.02,13,5,0,52.0,1.93,48.0,3.89,46.0,1.0,50.0,1.5200000000000002,Orthodox,The Tazmexican Devil,1993/08/04,"['bantamweight', 'flyweight']"
Ray Rodriguez,170.18,61.23,177.8,16,8,0,27.0,3.89,40.0,1.42,44.0,,50.0,0.9,Orthodox,The Judge,1987/12/10,"['bantamweight', 'featherweight']"
Ray Wizard,,,,0,1,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,['open weight']
Rayanne dos Santos,157.48,52.16,157.48,14,9,0,,6.47,,0.5,80.0,0.0,14.0,4.57,Orthodox,,1995/06/08,"[""women's strawweight""]"
Razak Al-Hassan,187.96,92.99,,13,5,0,39.0,3.14,60.0,0.65,57.0,,14.0,3.27,Orthodox,,1982/05/14,['light heavyweight']
Reese Andy,182.88,92.99,,7,3,0,50.0,3.5,58.0,0.67,40.0,,20.0,2.87,Orthodox,Riptide,1973/03/31,['light heavyweight']
Reginaldo Vieira,170.18,61.23,165.1,13,5,0,40.0,2.89,59.0,1.97,25.0,0.8,27.0,3.76,Orthodox,,1982/11/26,"['ultimate fighter brazil 4 bantamweight tournament', 'bantamweight']"
Rei Tsuruya,167.64,56.7,172.72,10,1,0,52.0,2.01,42.0,5.06,50.0,1.9,37.0,2.24,Orthodox,,2002/06/22,['flyweight']
Reinier de Ridder,193.04,83.91,198.12,20,2,0,60.0,2.21,44.0,4.74,66.0,1.4,38.0,3.25,Southpaw,RdR,1990/09/07,['middleweight']
Remco Pardoel,190.5,117.93000000000002,,9,6,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Southpaw,Grizzly,,['open weight']
Renan Barao,167.64,65.77,177.8,34,9,0,36.0,3.9,57.0,1.49,91.0,0.5,41.0,3.7799999999999994,Orthodox,The Baron,1987/01/31,"['bantamweight', 'featherweight', 'interim bantamweight', 'catch weight']"
Renato Moicano,180.34,70.31,182.88,20,7,1,48.0,3.57,59.0,1.67,62.0,0.5,41.0,4.17,Orthodox,,1989/05/21,"['lightweight', 'featherweight', 'catch weight']"
Renato Sobral,185.42,92.99,190.5,37,11,0,45.0,1.53,57.0,2.48,65.0,2.6,42.0,2.23,Orthodox,Babalu,1975/09/07,"['light heavyweight', 'heavyweight']"
Renato Verissimo,185.42,77.11,,7,5,0,48.0,1.87,47.0,1.46,50.0,2.5,30.0,0.92,Orthodox,Charuto,1973/08/03,['welterweight']
Renee Forte,170.18,70.31,180.34,8,4,0,32.0,2.12,63.0,2.32,66.0,0.0,58.0,2.08,Orthodox,,1987/03/27,"['lightweight', 'welterweight']"
Renzo Gracie,177.8,83.91,,13,7,1,41.0,1.67,55.0,1.13,40.0,,20.0,1.71,Orthodox,,1967/03/11,['welterweight']
Reuben Duran,170.18,61.23,180.34,11,7,1,49.0,2.61,50.0,0.98,25.0,0.7,23.0,3.19,Orthodox,,1983/07/02,['bantamweight']
Rex Holman,190.5,92.99,,4,2,0,34.0,7.25,40.0,0.0,100.0,,0.0,2.75,Southpaw,Big Dog,,['light heavyweight']
Reza Madadi,180.34,70.31,185.42,14,6,0,46.0,3.31,66.0,3.1699999999999995,89.0,0.5,33.0,2.5100000000000002,Orthodox,Mad Dog,1978/06/20,['lightweight']
Reza Nasri,180.34,92.99,,0,1,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,Orthodox,,,['open weight']
Rhys McKee,187.96,77.11,198.12,14,6,1,44.0,7.92,46.0,0.0,41.0,0.0,0.0,5.16,Orthodox,Skeletor,1995/09/10,['welterweight']
Ricardo Abreu,180.34,83.91,,5,1,0,,3.98,,2.13,100.0,0.7,42.0,3.79,Orthodox,Demente,1984/04/27,['middleweight']
Ricardo Almeida,182.88,77.11,187.96,13,5,0,49.0,1.2,61.0,3.74,31.0,1.2,38.0,2.02,Orthodox,Big Dog,1976/11/29,"['welterweight', 'middleweight', 'light heavyweight']"
Ricardo Funch,177.8,77.11,187.96,9,6,0,65.0,3.57,40.0,1.24,60.0,0.0,18.0,2.61,Southpaw,Golden Boy,1980/08/14,['welterweight']
Ricardo Lamas,172.72,65.77,180.34,20,8,0,47.0,2.87,57.0,1.84,46.0,0.9,33.0,3.13,Orthodox,The Bully,1982/05/21,['featherweight']
Ricardo Ramos,175.26,65.77,182.87999999999997,17,7,0,36.0,4.06,54.0,2.57,70.0,0.6999999999999998,57.0,2.97,Orthodox,,1995/08/01,"['featherweight', 'bantamweight']"
Ricardo Romero,182.88,92.99,193.04,11,3,0,55.0,4.77,46.0,1.63,100.0,,10.0,2.17,Orthodox,,1978/04/15,['light heavyweight']
Ricco Rodriguez,193.04,120.2,,53,25,0,51.0,1.15,61.0,2.3,40.0,1.0,39.0,1.85,Orthodox,Suave,1977/08/19,['heavyweight']
Rich Attonito,177.8,77.11,182.88,10,5,0,47.0,2.13,59.0,0.74,75.0,0.0,37.0,2.28,Orthodox,The Raging Bull,1977/06/16,"['welterweight', 'middleweight']"
Rich Clementi,175.26,70.31,182.88,45,23,1,37.0,2.29,60.0,1.72,25.0,1.1,42.0,1.43,Southpaw,No Love,1976/03/31,"['lightweight', 'welterweight']"
Rich Franklin,185.42,83.91,193.04,29,7,0,44.0,2.07,62.0,1.31,63.0,0.7,66.0,4.1,Southpaw,Ace,1974/10/05,"['middleweight', 'catch weight', 'light heavyweight']"
Richard Crunkilton,170.18,70.31,,19,4,0,41.0,1.45,58.0,4.08,65.0,,61.0,1.72,Orthodox,Cleat,1979/11/25,['lightweight']
Richard Walsh,182.88,77.11,185.42,9,5,0,46.0,2.72,58.0,1.55,66.0,0.2,40.0,3.84,Orthodox,Filthy Rich,1988/12/01,['welterweight']
Richardson Moreira,187.96,83.91,,7,4,0,28.0,1.83,67.0,0.0,100.0,0.0,0.0,1.17,Orthodox,Rick Monstro,1984/03/31,"['middleweight', 'heavyweight']"
Richie Hightower,172.72,77.11,,8,4,0,35.0,6.92,21.0,3.46,100.0,,100.0,4.62,Orthodox,The Dirty Samurai,1974/11/26,['welterweight']
Richie Smullen,175.26,70.31,172.72,3,1,1,77.0,2.26,65.0,8.49,0.0,,66.0,1.98,Orthodox,,1991/08/17,['lightweight']
Richie Vaculik,167.64,56.7,175.26,10,4,0,,4.09,,3.0,31.0,1.0,45.0,3.69,Orthodox,Vas,1983/06/19,['flyweight']
Rick Davis,175.26,70.31,,3,1,1,50.0,6.19,64.0,0.0,0.0,,0.0,3.09,Orthodox,The Flying Squirrel,,['lightweight']
Rick Story,175.26,77.11,180.34,19,9,0,41.0,2.17,62.0,2.53,63.0,0.9,48.0,3.8000000000000003,Southpaw,The Horror,1984/08/28,['welterweight']
Ricky Glenn,182.88,77.11,177.8,22,9,2,42.0,4.3,51.0,0.72,69.0,0.4000000000000001,13.0,3.7899999999999996,Southpaw,The Gladiator,1989/04/12,"['lightweight', 'featherweight', 'welterweight']"
Ricky Rainey,185.42,77.11,195.58,12,6,0,48.0,2.62,46.0,0.95,55.0,,18.0,2.55,Switch,The Sniper,1983/06/29,['welterweight']
Ricky Simon,167.64,61.23,175.25999999999996,22,6,0,44.0,3.72,61.0,5.01,75.0,0.3,43.0,2.93,Orthodox,,1992/08/31,"['bantamweight', 'featherweight']"
Ricky Turcios,175.26,61.23,180.34,13,5,0,40.0,3.72,52.0,0.9099999999999999,44.0,0.4000000000000001,20.0,4.73,Orthodox,,1993/06/05,['bantamweight']
Riki Fukuda,182.88,83.91,185.42,24,9,0,43.0,3.71,64.0,2.17,70.0,0.0,43.0,4.24,Southpaw,,1981/01/06,['middleweight']
Rin Nakai,154.94,61.23,,19,2,1,33.0,3.9,60.0,3.0,75.0,,18.0,1.57,Orthodox,,1986/10/22,"[""women's bantamweight""]"
Rinat Fakhretdinov,182.88,77.11,187.96,23,1,1,52.0,3.58,53.0,3.9500000000000006,91.0,0.2,34.0,4.78,Orthodox,Gladiator,1991/09/28,['welterweight']
Rinya Nakamura,170.18,61.23,172.72,9,1,0,51.0,1.7,64.0,2.63,100.0,1.5,81.0,3.1,Southpaw,Hybred,1995/03/23,"['bantamweight', 'road to  1 bantamweight tournament']"
Rizvan Kuniev,193.04,108.86,193.04,12,3,1,58.0,2.45,45.0,1.45,90.0,,75.0,4.45,Orthodox,,1992/03/10,['heavyweight']
Roan Carneiro,180.34,77.11,193.04,21,11,0,46.0,1.8199999999999998,62.0,3.05,83.0,1.3999999999999997,42.0,1.46,Orthodox,Jucao,1978/06/02,"['welterweight', 'middleweight']"
Rob Broughton,187.96,120.2,187.96,16,7,1,60.0,2.54,51.0,0.0,26.0,3.2,0.0,2.83,Orthodox,The Bear,1983/03/03,['heavyweight']
Rob Emerson,175.26,70.31,177.8,18,12,0,30.0,2.8300000000000005,64.0,2.02,65.0,0.4,52.0,2.5,Orthodox,The Saint,1981/07/30,['lightweight']
Rob Font,172.72,61.23,180.34,22,8,0,46.0,3.6700000000000004,57.0,0.79,42.0,0.4000000000000001,34.0,5.49,Orthodox,,1987/06/25,"['catch weight', 'bantamweight']"
Rob Kimmons,177.8,83.91,185.42,25,9,0,48.0,4.79,38.0,2.08,25.0,2.4,46.0,1.86,Orthodox,The Rosedale Reaper,1981/01/30,['middleweight']
Rob MacDonald,190.5,92.99,198.12,5,4,0,50.0,2.04,46.0,7.19,80.0,5.4,80.0,1.8,Orthodox,Maximus,1978/09/05,['light heavyweight']
Rob Wilkinson,190.5,83.91,203.2,11,2,0,50.0,5.66,39.0,4.47,0.0,0.0,25.0,2.74,Orthodox,Razor,1992/02/22,['middleweight']
Rob Yundt,185.42,83.91,,9,5,0,41.0,2.55,31.0,2.94,0.0,,100.0,1.37,Orthodox,Monster,1980/05/05,['middleweight']
Robbie Lawler,180.34,77.11,187.96,30,16,0,47.0,4.67,59.0,0.65,65.0,0.0,64.0,3.85,Southpaw,Ruthless,1982/03/20,"['welterweight', 'middleweight']"
Robelis Despaigne,200.66,120.2,213.36,5,2,0,59.0,2.54,46.0,0.0,50.0,0.0,0.0,2.11,Orthodox,The Big Boy,1988/09/09,['heavyweight']
Robert Bryczek,182.88,83.91,190.5,17,6,0,,4.47,,0.0,100.0,0.0,0.0,2.13,Orthodox,,1990/07/04,['middleweight']
Robert Drysdale,190.5,92.99,,7,0,0,,0.0,,7.32,0.0,21.9,100.0,0.0,Orthodox,,1981/10/05,['light heavyweight']
Robert Lucarelli,187.96,111.13,,0,1,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,['open weight']
Robert McDaniel,190.5,83.91,190.5,28,10,0,44.0,1.9799999999999998,56.0,0.93,50.0,1.4,50.0,1.64,Southpaw,Bubba,1983/05/03,['middleweight']
Robert Peralta,172.72,65.77,180.34,18,8,0,44.0,2.97,53.0,0.59,65.0,0.0,66.0,3.76,Orthodox,Problems,1986/03/14,['featherweight']
Robert Sanchez,167.64,56.70000000000001,167.64,8,2,0,40.0,1.78,46.0,3.61,50.0,0.7,62.0,0.96,Orthodox,Littlefury,1986/03/05,['flyweight']
Robert Valentin,187.96,83.91,195.58,11,5,0,58.0,2.11,23.0,0.0,55.0,1.4,0.0,1.1,Orthodox,Robzilla,1995/03/31,"['ultimate fighter 32 middleweight tournament', 'middleweight']"
Robert Whiteford,175.26,65.77,175.26,14,4,0,46.0,1.9899999999999998,62.0,1.9,45.0,0.0,30.0,2.33,Southpaw,The Hammer,1983/04/12,['featherweight']
Robert Whittaker,182.88,83.91,185.42,27,8,0,43.0,3.41,59.0,0.8,81.0,0.0,38.0,4.54,Orthodox,The Reaper,1990/12/20,"['middleweight', 'welterweight', 'ultimate fighter australia vs. uk welterweight tournament', 'interim middleweight']"
Roberto Romero,172.72,65.77,177.8,8,5,1,49.0,6.44,44.0,0.0,71.0,,0.0,4.56,Orthodox,El Charro Negro,2000/01/30,"['featherweight', 'lightweight']"
Roberto Traven,190.5,102.97,,6,4,1,50.0,2.77,57.0,0.0,0.0,0.0,0.0,0.92,Orthodox,Spider,1968/09/16,"['open weight', 'heavyweight']"
Rocky Lee,175.26,65.77,,3,2,0,51.0,5.33,44.0,1.0,33.0,,10.0,2.47,Orthodox,,1987/04/08,['featherweight']
Rodney Wallace,175.26,92.99,182.88,26,15,1,46.0,3.44,45.0,6.0,28.0,1.0,54.0,1.13,Switch,Shonuff the Master,1981/11/21,['light heavyweight']
Rodolfo Bellato,190.5,92.99,190.5,12,2,1,61.0,6.0,45.0,1.26,100.0,0.3,36.0,5.84,Orthodox,Trator,1996/02/05,['light heavyweight']
Rodolfo Rubio Perez,165.1,65.77,,10,16,1,36.0,1.0,62.0,2.0,33.0,,33.0,1.13,Orthodox,Fito,1987/01/29,['featherweight']
Rodolfo Vieira,182.88,83.91,185.42,10,3,0,55.0,4.4,49.0,3.52,100.0,1.2,26.0,3.33,Orthodox,,1989/09/25,['middleweight']
Rodrigo Damm,170.18,70.31,180.34,13,9,0,36.0,5.61,57.0,0.44,80.0,0.3,16.0,3.5,Orthodox,,1980/02/03,"['lightweight', 'featherweight']"
Rodrigo Nascimento,187.96,111.58,203.2,11,3,0,47.0,4.34,44.0,1.02,60.0,0.5,37.0,3.71,Orthodox,Ze Colmeia,1992/11/26,['heavyweight']
Rodrigo Ruas,177.8,83.91,,4,5,1,35.0,7.0,41.0,0.0,0.0,,0.0,1.28,Orthodox,,1977/10/06,['middleweight']
Rodrigo de Lima,170.18,70.31,,8,3,1,33.0,5.5,32.0,2.66,0.0,,36.0,1.29,Orthodox,Monstro,1991/03/12,"['lightweight', 'welterweight']"
Roger Bowling,175.26,70.31,172.72,12,6,0,47.0,3.86,51.0,3.09,27.0,0.9,43.0,3.9,Orthodox,Relentless,1982/12/05,['lightweight']
Roger Gracie,193.04,83.91,200.66,8,2,0,35.0,1.79,61.0,1.87,60.0,,53.0,1.78,Orthodox,,1981/09/26,['middleweight']
Roger Hollett,180.34,92.99,,13,5,0,47.0,6.47,34.0,1.0,30.0,,28.0,1.83,Orthodox,The Hulk,1978/10/08,['light heavyweight']
Roger Huerta,175.26,70.31,177.8,23,9,1,36.0,2.33,56.0,2.13,52.0,0.5,46.0,3.64,Orthodox,El Matador,1983/05/20,['lightweight']
Roger Narvaez,190.5,83.91,,8,3,0,37.0,3.32,64.0,0.0,50.0,,0.0,2.12,Southpaw,Silverback,1983/09/09,"['middleweight', 'light heavyweight']"
Roger Zapata,180.34,77.11,,4,2,0,51.0,2.13,36.0,0.0,81.0,,0.0,2.6,Southpaw,Viva,1986/05/09,['welterweight']
Rogerio Bontorin,165.1,56.70000000000001,170.18,16,4,0,52.0,3.27,50.0,2.9,51.0,1.0,60.0,2.63,Orthodox,,1992/04/25,"['flyweight', 'bantamweight']"
Rogerio Nogueira,187.96,92.99,190.5,23,10,0,35.0,2.34,59.0,0.64,62.0,0.8,44.0,2.43,Southpaw,Minotouro,1976/06/02,['light heavyweight']
Roland Delorme,175.26,61.23,180.34,9,5,0,,4.32,,2.5100000000000002,42.0,1.6,34.0,2.28,Orthodox,,1983/12/18,['bantamweight']
Roland Payne,175.26,92.99,,0,1,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,Orthodox,,,['open weight']
Rolando Bedoya,180.34,70.31,187.96,14,4,0,49.0,6.38,52.0,0.0,33.0,,0.0,7.29,Orthodox,The Machine,1997/01/13,"['lightweight', 'welterweight']"
Rolando Delgado,190.5,70.31,195.58,11,6,1,40.0,1.83,62.0,1.17,0.0,3.5,22.0,1.5599999999999998,Orthodox,Roli,1981/11/22,['lightweight']
Rolando Dy,172.72,65.77,175.26,9,7,1,37.0,4.47,52.0,0.3,68.0,0.0,20.0,3.04,Orthodox,Dy Incredible,1990/08/11,['featherweight']
Roldan Sangcha'an,162.56,56.7,,4,2,0,46.0,2.15,51.0,1.94,68.0,0.0,60.0,2.71,Orthodox,The Executioner,1990/12/04,['flyweight']
Rolles Gracie,193.04,109.77,,8,4,0,32.0,3.38,55.0,2.3,0.0,,10.0,2.3,Orthodox,,1978/07/14,['heavyweight']
Roman Bogatov,172.72,70.31,185.42,10,1,0,42.0,4.4,44.0,1.0,50.0,,9.0,3.33,Orthodox,,1990/12/15,['lightweight']
Roman Dolidze,187.96,83.91,193.04,15,3,0,42.0,3.56,49.0,1.11,33.0,0.9,40.0,3.58,Orthodox,,1988/07/15,"['middleweight', 'light heavyweight']"
Roman Kopylov,182.88,83.91,190.5,14,3,0,50.0,4.86,55.0,1.17,87.0,0.0,42.0,4.96,Southpaw,,1991/05/04,['middleweight']
Roman Mitichyan,177.8,77.11,,8,3,0,16.0,2.7,43.0,1.93,25.0,1.9,100.0,0.26,Orthodox,,1978/09/04,['welterweight']
Roman Salazar,170.18,61.23,,10,6,0,39.0,2.89,57.0,1.7700000000000002,50.0,0.0,18.0,1.95,Orthodox,El Gallito,1988/02/21,['bantamweight']
Romie Aram,177.8,77.11,,7,1,0,35.0,2.83,50.0,2.5,83.0,,62.0,1.8,Orthodox,,1977/12/02,['welterweight']
Ron Faircloth,175.26,92.99,,33,20,0,40.0,8.9,42.0,0.0,0.0,,0.0,0.39,Orthodox,,1979/08/16,['light heavyweight']
Ron Stallings,187.96,77.11,190.5,14,8,0,60.0,3.26,51.0,0.0,71.0,0.0,0.0,3.22,Southpaw,The Choir Boy,1983/01/25,['middleweight']
Ron Waterman,187.96,127.01,,16,6,2,50.0,1.37,42.0,4.19,50.0,2.8,69.0,0.84,Orthodox,H20,1965/11/23,['heavyweight']
Ron van Clief,177.8,86.18,,0,1,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,Orthodox,The Black Dragon,1943/01/25,['open weight']
Ronald Jhun,180.34,77.11,,24,26,2,57.0,3.01,50.0,1.81,100.0,,100.0,1.45,Orthodox,The Machine Gun,1970/09/21,['welterweight']
Ronaldo Rodriguez,167.64,56.70000000000001,165.1,17,3,0,,3.7999999999999994,,1.09,64.0,0.8000000000000002,36.0,2.7099999999999995,Orthodox,Lazy Boy,1999/05/07,['flyweight']
Ronda Rousey,170.18,61.23,167.64,12,2,0,52.0,4.14,44.0,6.26,50.0,4.8,68.0,4.17,Orthodox,Rowdy,1987/02/01,"[""women's bantamweight""]"
Rongzhu,175.26,70.31,180.34,26,6,0,51.0,5.51,50.0,1.56,84.0,0.2,62.0,5.9,Orthodox,,2000/03/07,['lightweight']
Ronnie Lawrence,172.72,61.23,172.72,8,2,0,56.0,1.75,52.0,6.75,45.0,0.2,77.0,2.78,Switch,The Heat,1992/06/13,['bantamweight']
Ronny Markes,185.42,83.91,190.5,17,5,0,53.0,2.43,45.0,3.13,100.0,0.5,40.0,2.17,Orthodox,,1988/04/21,"['middleweight', 'light heavyweight']"
Rony Jason,170.18,65.77,185.42,14,7,0,44.0,3.14,53.0,0.59,36.0,0.8,30.0,2.04,Orthodox,,1984/03/21,"['featherweight', 'ultimate fighter brazil 1 featherweight tournament']"
Ronys Torres,170.18,70.31,,35,5,0,26.0,1.93,57.0,4.0,16.0,,47.0,0.87,Orthodox,,1975/08/13,['lightweight']
Roosevelt Roberts,187.96,70.31,185.42,12,6,0,43.0,3.1,52.0,1.18,50.0,0.6999999999999998,26.0,2.84,Orthodox,The Predator,1994/02/11,"['lightweight', 'catch weight']"
Roque Martinez,177.80000000000004,113.40000000000002,182.88,15,8,2,53.0,4.9,56.0,0.38000000000000006,53.0,,50.0,3.28,Orthodox,,1986/03/04,['heavyweight']
Rory MacDonald,182.88,77.11,193.04,19,4,0,42.0,2.8,62.0,1.77,88.0,0.4,47.0,3.75,Orthodox,Red King,1989/07/22,['welterweight']
Rory Markham,182.88,77.11,180.34,17,6,0,21.0,10.27,45.0,0.0,0.0,0.0,0.0,1.9799999999999998,Orthodox,,1982/03/25,['welterweight']
Rory Singer,187.96,83.91,195.58,11,9,0,39.0,2.42,63.0,0.39,64.0,0.8,25.0,2.55,Orthodox,Outburst,1976/05/28,['middleweight']
Rose Namajunas,165.1,56.7,165.1,15,7,0,41.0,3.38,63.0,1.49,62.0,0.4,50.0,3.5999999999999996,Orthodox,Thug,1992/06/29,"[""women's flyweight"", ""women's strawweight""]"
Rosi Sexton,160.02,61.23,,13,5,0,39.0,7.42,41.0,0.75,80.0,0.0,10.0,3.31,Orthodox,The Surgeon,1977/07/16,"[""women's bantamweight""]"
Ross Pearson,172.72,70.31,175.26000000000002,20,16,0,40.0,4.09,62.0,0.74,75.0,0.0,35.0,3.68,Orthodox,The Real Deal,1984/09/26,"['lightweight', 'welterweight', 'featherweight', 'ultimate fighter 9 lightweight tournament']"
Ross Pointon,172.72,77.11,,6,17,0,23.0,2.77,58.0,1.19,0.0,,100.0,2.62,Orthodox,The Gladiator,1980/02/18,"['welterweight', 'middleweight']"
Rostem Akman,177.8,77.11,182.88,6,2,0,25.0,3.97,57.0,1.0,87.0,0.0,40.0,1.8,Switch,,1991/12/19,['welterweight']
Rousimar Palhares,172.72,77.11,180.34,19,8,0,51.0,2.04,59.0,3.93,0.0,4.1,45.0,1.75,Orthodox,Toquinho,1980/02/26,"['welterweight', 'middleweight']"
Roxanne Modafferi,170.18,56.70000000000001,175.26,25,21,0,30.0,5.7,51.0,1.3500000000000003,30.0,0.1,23.0,3.35,Orthodox,The Happy Warrior,1982/09/24,"[""women's flyweight"", ""women's bantamweight""]"
Roy Nelson,182.88,119.29,185.42,22,14,0,36.0,4.79,46.0,1.14,65.0,0.10000000000000002,27.0,2.18,Orthodox,Big Country,1976/06/20,"['heavyweight', 'ultimate fighter 10 heavyweight tournament']"
Royce Alger,177.8,90.26,,3,2,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,Orthodox,,,"['middleweight', 'lightweight']"
Royce Gracie,185.42,79.38,,15,2,3,41.0,1.13,37.0,0.0,66.0,0.8,0.0,0.8800000000000001,Southpaw,,1966/12/12,"['open weight', '4 tournament', '2 tournament', 'catch weight', 'superfight championship']"
Royston Wee,170.18,61.23,170.18,4,1,0,60.0,2.45,49.0,3.3800000000000003,0.0,0.0,81.0,1.1,Orthodox,,1986/11/15,['bantamweight']
Ruan Potts,187.96,112.04,190.5,11,6,0,37.0,5.919999999999999,22.0,0.75,33.0,2.3,16.0,0.85,Orthodox,Fangzz,1978/02/23,['heavyweight']
Rudyard Moncayo,177.8,88.45,,0,3,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,Orthodox,,,['open weight']
